ticket_type,priority,urgency,category_level_1,category_level_2,category_level_3,location,entity,service_label,origin,created_hour,created_day_of_week,is_weekend,description_length,category_level_2
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,NIORT,TEXA SERVICES,,Téléphone,9,3,False,747,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,PHENIX,,Self Service,9,3,False,508,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,LYON,TEXA,,Téléphone,8,3,False,321,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,PLATEFORME PCN,TEXA,,Téléphone,8,3,False,203,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,BOURGES CNG,TEXA,,Self Service,8,3,False,36,Logiciel
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,TEXA SERVICES,,Kiosque IT,8,3,False,189,Matériel
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,STELLIANT,,Kiosque IT,8,3,False,245,Matériel
Incident,5,3 - Faible,Incidents,Logiciel,Métier,-,TEXA,,Téléphone,18,2,False,404,Logiciel
Incident,2,1 - Haute,Incidents,Matériel,Poste de travail,-,EURISK,,Téléphone,17,2,False,685,Matériel
Incident,4,2 - Moyenne,Incidents,Portail,,PLATEFORME SUD EST,TEXA,,Self Service,17,2,False,120,Portail
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA,,Self Service,17,2,False,313,Logiciel
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,GRENOBLE,CLE,,Self Service,17,2,False,75,Logiciel
Incident,4,2 - Moyenne,Incidents,Portail,,PLATEFORME NORD EST,TEXA,,Self Service,16,2,False,182,Portail
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,LE HAVRE,TEXA,,Self Service,16,2,False,179,Matériel
Incident,5,3 - Faible,Incidents,Logiciel,Métier,Vitrolles,SES,,Mail,16,2,False,50,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ORLEANS,TEXA,,Téléphone,16,2,False,87,Logiciel
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,PLATEFORME SUD EST,TEXA,,Mail,16,2,False,51,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,NICE,TEXA,,Self Service,15,2,False,192,Logiciel
Incident,4,2 - Moyenne,Incidents,Portail,,BOURGES CNG,TEXA,,Self Service,15,2,False,186,Portail
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,NICE,TEXA,,Self Service,14,2,False,241,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BOURGES CNG,TEXA,,Self Service,14,2,False,121,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,VANNES,TEXA SERVICES,,Téléphone,14,2,False,117,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BOURGES CNG,TEXA,,Self Service,14,2,False,156,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,PARIS NORD,TEXA,,Téléphone,14,2,False,56,Logiciel
Incident,5,3 - Faible,Incidents,Hors périmètre Incident,,SAINT LO,TEXA,,Téléphone,14,2,False,92,Hors périmètre Incident
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,TEXA SERVICES,,Kiosque IT,13,2,False,237,Logiciel
Incident,2,1 - Haute,Incidents,Logiciel,Métier,ORLEANS,CLE,,Téléphone,13,2,False,401,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA_SERVICES,,Self Service,13,2,False,243,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,MARTINIQUE,TEXA,,Self Service,13,2,False,105,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,DIJON,TEXA,,Self Service,12,2,False,195,Logiciel
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,-,EMTS,,Téléphone,12,2,False,347,Matériel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TGS,,Self Service,11,2,False,418,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,CAEN,TEXA SERVICES,,Self Service,11,2,False,256,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,PLATEFORME SUD EST,TEXA,,Self Service,10,2,False,116,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,GMC,,Self Service,10,2,False,93,Logiciel
Incident,5,3 - Faible,Incidents,Logiciel,Métier,ROUEN,TEXA SERVICES,,Téléphone,10,2,False,90,Logiciel
Incident,1,1 - Haute,Incidents,Logiciel,Métier,RENNES,TEXA,,Self Service,10,2,False,213,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,MONTPELLIER,TEXA SERVICES,,Self Service,10,2,False,278,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,RENNES,CLE,,Self Service,9,2,False,298,Logiciel
Incident,4,2 - Moyenne,Incidents,Hors périmètre Incident,,-,GMC,,Self Service,9,2,False,440,Hors périmètre Incident
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,AVIGNON,TEXA,,Self Service,9,2,False,84,Logiciel
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau WIFI,-,TEXA,,Kiosque IT,9,2,False,267,Réseau
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,RENNES,CLE,,Téléphone,9,2,False,78,Réseau
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,INQUEST,,Téléphone,9,2,False,345,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,DIJON,TEXA SERVICES,,Téléphone,9,2,False,281,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,TGS,,Téléphone,9,2,False,166,Logiciel
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,-,CLE EXPERTISES,,Téléphone,8,2,False,38,Réseau
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,EXTERNE,,Self Service,8,2,False,180,Logiciel
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,EURISK SIEGE,EURISK,,Kiosque IT,8,2,False,345,Matériel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,NIORT,TEXA SERVICES,,Self Service,7,2,False,294,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,VOXENS,,Self Service,7,2,False,167,Logiciel
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,ORLEANS CNG,TEXA,,Téléphone,16,1,False,590,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,ROUEN,TEXA,,Self Service,16,1,False,100,Logiciel
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,NANCY,TEXA,,Téléphone,16,1,False,394,Matériel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,TOULON,TEXA,,Self Service,15,1,False,545,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,TOULOUSE,PHENIX,,Téléphone,15,1,False,28,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,GMC,,Self Service,15,1,False,171,Logiciel
Incident,4,2 - Moyenne,Incidents,Portail,,GRENOBLE,TEXA,,Self Service,15,1,False,186,Portail
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,NANTES,TEXA SERVICES,,Self Service,15,1,False,470,Logiciel
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,-,GMC,,Téléphone,15,1,False,369,Matériel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,TOULOUSE,PHENIX,,Téléphone,14,1,False,35,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,MARSEILLE,TEXA,,Self Service,14,1,False,129,Logiciel
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,PLATEFORME SUD EST,TEXA,,Self Service,14,1,False,53,Logiciel
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,GUADELOUPE,TEXA,,Téléphone,14,1,False,138,Matériel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,TOULON,TEXA,,Self Service,14,1,False,240,Logiciel
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,AVIGNON,TEXA,,Self Service,14,1,False,87,Logiciel
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,-,VOXENS,,Self Service,14,1,False,76,Logiciel
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,BOURG EN BRESSE,TEXA,,Self Service,14,1,False,121,Matériel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,GMC,,Self Service,13,1,False,262,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,INQUEST,,Téléphone,13,1,False,88,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,AVIGNON,TEXA SERVICES,,Téléphone,13,1,False,261,Logiciel
Incident,5,3 - Faible,Incidents,Logiciel,Métier,VALENCE,TEXA SERVICES,,Téléphone,13,1,False,79,Logiciel
Incident,5,3 - Faible,Incidents,Logiciel,Métier,VALENCE,TEXA SERVICES,,Téléphone,13,1,False,78,Logiciel
Incident,5,3 - Faible,Incidents,Logiciel,Métier,VALENCE,TEXA,,Téléphone,13,1,False,86,Logiciel
Incident,5,3 - Faible,Incidents,Logiciel,Métier,VALENCE,TEXA SERVICES,,Téléphone,13,1,False,87,Logiciel
Incident,4,2 - Moyenne,Incidents,Portail,,BOURGES CNG,TEXA,,Self Service,12,1,False,69,Portail
Incident,4,2 - Moyenne,Incidents,Portail,,NANTES,TEXA,,Self Service,12,1,False,204,Portail
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,-,VOXENS,,Self Service,12,1,False,62,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,LE HAVRE,GMC,,Self Service,11,1,False,130,Logiciel
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,BOURGES CNG,TEXA,,Self Service,11,1,False,34,Logiciel
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,BOURGES CNG,TEXA,,Self Service,11,1,False,99,Matériel
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,ROUEN,TEXA,,Self Service,11,1,False,121,Logiciel
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,EURISK ANGERS,EURISK,,Self Service,11,1,False,154,Logiciel
Incident,1,1 - Haute,Incidents,Logiciel,Métier,TOULON,TEXA,,Self Service,11,1,False,199,Logiciel
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,NIORT,TEXA,,Self Service,11,1,False,20,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,VALENCE,TEXA SERVICES,,Self Service,11,1,False,119,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,LE MANS,TEXA,,Téléphone,11,1,False,84,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,VALENCE,TEXA SERVICES,,Self Service,11,1,False,73,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BAYONNE,TEXA,,Self Service,11,1,False,244,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,VALENCE,TEXA,,Self Service,10,1,False,91,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,PLATEFORME PCN,TEXA,,Self Service,10,1,False,287,Logiciel
Incident,2,1 - Haute,Incidents,Logiciel,Métier,VALENCE,TEXA SERVICES,,Self Service,10,1,False,122,Logiciel
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,-,GMC,,Téléphone,10,1,False,155,Logiciel
Incident,5,3 - Faible,Incidents,Matériel,Poste de travail,-,TGS,,Kiosque IT,10,1,False,150,Matériel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ORLEANS CNG,CELLINKS,,Téléphone,10,1,False,39,Logiciel
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau WIFI,-,CLE,,Kiosque IT,10,1,False,234,Réseau
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau WIFI,-,TEXA,,Kiosque IT,10,1,False,234,Réseau
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau WIFI,ORLEANS,CLE,,Kiosque IT,10,1,False,234,Réseau
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,Vitrolles,EURISK,,Self Service,10,1,False,31,Logiciel
Incident,4,2 - Moyenne,Incidents,Portail,,-,TEXA SERVICES,,Self Service,10,1,False,641,Portail
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,GMC,,Téléphone,10,1,False,60,Logiciel
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,BOURGES CNG,TEXA,,Téléphone,10,1,False,66,Logiciel
Incident,4,2 - Moyenne,Incidents,Portail,,MARSEILLE,TEXA,,Self Service,10,1,False,154,Portail
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,LILLE,TEXA,,Téléphone,9,1,False,53,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ORLEANS CNG,CELLINKS,,Téléphone,9,1,False,98,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,BOURGES CNG,TEXA,,Téléphone,9,1,False,54,Logiciel
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,NANTES,TGS,,Téléphone,9,1,False,181,Matériel
Incident,4,2 - Moyenne,Incidents,Portail,,MONTPELLIER,CLE,,Self Service,8,1,False,311,Portail
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,PLATEFORME SUD EST,TEXA,,Self Service,8,1,False,248,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,BOURGES CNG,TEXA,,Téléphone,8,1,False,129,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,EURISK ROUEN,EURISK,,Self Service,8,1,False,98,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,ORLEANS,TEXA SERVICES,,Self Service,8,1,False,114,Logiciel
Incident,4,2 - Moyenne,Incidents,Portail,,ORLEANS,TEXA SERVICES,,Self Service,8,1,False,96,Portail
Incident,4,2 - Moyenne,Incidents,Portail,,STRASBOURG,EURISK,,Self Service,8,1,False,417,Portail
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,VANNES,TEXA SERVICES,,Self Service,21,0,False,235,Logiciel
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,REIMS,TEXA,,Téléphone,17,0,False,175,Réseau
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,-,EURISK,,Self Service,17,0,False,352,Logiciel
Incident,5,3 - Faible,Incidents,Matériel,Poste de travail,GUADELOUPE,TEXA,,Téléphone,17,0,False,38,Matériel
Incident,4,2 - Moyenne,Incidents,Logiciel,REPORTING,NANTES,TEXA,,Téléphone,17,0,False,449,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,LYON,TEXA SERVICES,,Téléphone,17,0,False,68,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,17,0,False,85,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,INQUEST,,Téléphone,17,0,False,256,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,STRASBOURG,TEXA,,Téléphone,16,0,False,85,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,LYON,PHENIX,,Téléphone,16,0,False,111,Logiciel
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,CLE Valence,CLE EXPERTISES,,Téléphone,16,0,False,98,Logiciel
Incident,1,1 - Haute,Incidents,Matériel,Poste de travail,BORDEAUX,GEOP/METREUR,,Téléphone,16,0,False,241,Matériel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,VALENCE,TEXA SERVICES,,Téléphone,16,0,False,89,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,DIJON,TEXA SERVICES,,Téléphone,15,0,False,317,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,GUADELOUPE,TEXA,,Self Service,15,0,False,300,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,LYON,CLE EXPERTISES,,Téléphone,15,0,False,224,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BREST,TEXA,,Self Service,15,0,False,720,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,STRASBOURG,TEXA,,Téléphone,15,0,False,97,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,Vitrolles,GMC,,Self Service,14,0,False,372,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,VOXENS,,Self Service,14,0,False,89,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TGS,,Self Service,14,0,False,268,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,Vitrolles,INQUEST,,Self Service,14,0,False,180,Logiciel
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,ORLEANS CNG,TEXA,,Téléphone,14,0,False,83,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,TGS PARIS LA DEFENSE,TGS,,Kiosque IT,14,0,False,297,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,VALENCE,TEXA SERVICES,,Self Service,14,0,False,219,Logiciel
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,EURISK METZ,EURISK,,Self Service,14,0,False,126,Matériel
Incident,4,2 - Moyenne,Incidents,Portail,,METZ,CLE EXPERTISES,,Self Service,14,0,False,91,Portail
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,TEXA SERVICES,,Kiosque IT,13,0,False,261,Matériel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,GUADELOUPE,TEXA,,Téléphone,13,0,False,54,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ORLEANS,VOXENS,,Self Service,13,0,False,104,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,LYON,CLE EXPERTISES,,Self Service,13,0,False,315,Logiciel
Incident,4,2 - Moyenne,Incidents,Portail,,-,TEXA,,Self Service,12,0,False,178,Portail
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,STELLIANT,,Kiosque IT,11,0,False,305,Matériel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,EXTERNE,,Téléphone,11,0,False,464,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,TGS PARIS LA DEFENSE,TEXA/Experts/TGS,,Téléphone,11,0,False,574,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,11,0,False,150,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,PLATEFORME SUD EST,TEXA,,Self Service,10,0,False,228,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,NANTES,TEXA,,Self Service,10,0,False,63,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,QANTEX,,Téléphone,10,0,False,92,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,EXTERNE,,Kiosque IT,10,0,False,395,Logiciel
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,EURISK SIEGE TELETRAVAIL,EURISK,,Téléphone,10,0,False,360,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,NANTES,TEXA,,Self Service,10,0,False,99,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,ORLEANS,TEXA,,Self Service,10,0,False,494,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,CLE,,Self Service,10,0,False,182,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,EURISK,,Téléphone,10,0,False,104,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ROUEN,INQUEST,,Téléphone,10,0,False,54,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,EXTERNE,,Téléphone,10,0,False,132,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,BORDEAUX,PHENIX,,Téléphone,10,0,False,154,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,QANTEX,,Téléphone,10,0,False,98,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,EXTERNE,,Kiosque IT,9,0,False,361,Logiciel
Incident,4,2 - Moyenne,Incidents,Portail,,-,CLE EXPERTISES,,Self Service,9,0,False,148,Portail
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,STELLIANT,,Téléphone,9,0,False,82,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ORLEANS CNG,TEXA SERVICES,,Téléphone,9,0,False,72,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ROUEN,GEOP,,Téléphone,9,0,False,134,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ORLEANS,TEXA,,Téléphone,9,0,False,149,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ROUEN,GEOP,,Self Service,9,0,False,287,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ORLEANS CNG,CELLINKS,,Téléphone,9,0,False,170,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,Vitrolles,SES,,Self Service,9,0,False,174,Logiciel
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau local-câblage,EURISK METZ,EURISK,,Téléphone,9,0,False,110,Réseau
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,EURISK MONTPELLIER,EURISK,,Self Service,8,0,False,185,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,TOULOUSE,TEXA SERVICES,,Self Service,8,0,False,47,Logiciel
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,TOULON,TEXA,,Téléphone,8,0,False,67,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ROUEN,TEXA,,Téléphone,8,0,False,100,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ORLEANS CNG,TEXA,,Téléphone,8,0,False,83,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,Vitrolles,SES,,Téléphone,8,0,False,44,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ORLEANS,TEXA,,Téléphone,8,0,False,87,Logiciel
Incident,4,2 - Moyenne,Incidents,Portail,,BOURGES CNG,TEXA,,Self Service,8,0,False,87,Portail
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,GMC,,Kiosque IT,8,0,False,262,Matériel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,EXTERNE,,Self Service,7,0,False,176,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ORLEANS,VOXENS,,Self Service,5,0,False,153,Logiciel
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,-,CELLINKS,,Self Service,9,6,True,364,Réseau
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,GMC,,Self Service,17,4,False,267,Matériel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,RENNES,TEXA SERVICES,,Self Service,16,4,False,325,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,16,4,False,38,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,PHENIX,,Self Service,15,4,False,209,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,EXTERNE,,Kiosque IT,15,4,False,422,Logiciel
Incident,4,2 - Moyenne,Incidents,Portail,,BOURGES CNG,TEXA,,Self Service,15,4,False,218,Portail
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,15,4,False,78,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,DIJON,TEXA SERVICES,,Self Service,15,4,False,96,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,CLE,,Téléphone,15,4,False,62,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,MONTPELLIER,GEOP,,Self Service,14,4,False,345,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,ROUEN,TEXA,,Self Service,14,4,False,103,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,TOULOUSE,PHENIX,,Téléphone,14,4,False,118,Logiciel
Incident,5,3 - Faible,Incidents,Matériel,Poste de travail,EURISK LYON,EURISK,,Téléphone,14,4,False,85,Matériel
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,METZ,CLE,,Self Service,14,4,False,0,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA,,Self Service,14,4,False,305,Logiciel
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,TOULOUSE,PHENIX,,Téléphone,14,4,False,75,Matériel
Incident,4,2 - Moyenne,Incidents,Portail,,-,TEXA,,Self Service,14,4,False,193,Portail
Incident,4,2 - Moyenne,Incidents,Portail,,BOURGES CNG,TEXA,,Self Service,14,4,False,296,Portail
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,GEOP,,Téléphone,13,4,False,34,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,EURISK ROUEN,EURISK,,Téléphone,13,4,False,69,Logiciel
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,ROUEN,TEXA,,Self Service,13,4,False,7,Logiciel
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,NANTES,TEXA,,Téléphone,13,4,False,81,Réseau
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,-,PHENIX,,Téléphone,13,4,False,54,Matériel
Incident,4,2 - Moyenne,Incidents,Portail,,LE MANS,TEXA,,Self Service,13,4,False,197,Portail
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TGS,,Téléphone,12,4,False,133,Logiciel
Incident,4,2 - Moyenne,Incidents,Portail,,-,PHENIX,,Self Service,11,4,False,449,Portail
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,11,4,False,184,Logiciel
Incident,4,2 - Moyenne,Incidents,Portail,,LYON,TEXA,,Self Service,11,4,False,283,Portail
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,GMC,,Téléphone,11,4,False,44,Logiciel
Incident,4,2 - Moyenne,Incidents,Portail,,-,INQUEST,,Self Service,11,4,False,129,Portail
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BOURGES CNG,TEXA,,Téléphone,11,4,False,203,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,BOURGES CNG,TEXA,,Self Service,11,4,False,171,Logiciel
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,TOULOUSE,PHENIX,,Téléphone,11,4,False,179,Logiciel
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,LILLE,TGS,,Téléphone,11,4,False,97,Logiciel
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau WIFI,PARIS NORD,TEXA SERVICES,,Kiosque IT,11,4,False,321,Réseau
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,EXTERNE,,Kiosque IT,11,4,False,249,Logiciel
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,BORDEAUX,TEXA,,Téléphone,11,4,False,65,Logiciel
